toucher    tap at 341 199 {"duration":548}
toucher    multitouch at 462 369 {"scale":1.0316,"rotation":-43,"radius":84,"distanceX":-19,"distanceY":-19,"duration":511}
scroller   scroll to 0 0
clicker    click at 577 397
scroller   scroll to 0 0
clicker    click at 688 663
toucher    gesture at 481 685 {"distanceX":128,"distanceY":180,"duration":64}
clicker    click at 663 331
typer       type 76 at 224 465
scroller   scroll to 3 99
clicker    click at 458 124
scroller   scroll to 1 47
scroller   scroll to 2 27
clicker    click at 786 646
toucher    tap at 576 708 {"duration":650}
toucher    multitouch at 694 376 {"scale":1.7995,"rotation":-60,"radius":199,"distanceX":0,"distanceY":12,"duration":1204}
scroller   scroll to 0 0
clicker    click at 207 578
scroller   scroll to 0 0
clicker    mousemove at 342 324
toucher    tap at 386 528 {"duration":137}
clicker    mousemove at 222 593
scroller   scroll to 0 0
clicker    mousedown at 946 329
clicker    mousedown at 967 500
clicker    mouseup at 946 362
typer       type 353 at 304 386
clicker    mouseover at 558 363
toucher    tap at 247 111 {"duration":206}
typer       type 292 at 371 505
toucher    gesture at 1014 135 {"distanceX":40,"distanceY":183,"duration":317}
typer       type 28 at 547 565
clicker    mouseup at 810 420
toucher    multitouch at 214 79 {"scale":0.4823,"rotation":25,"radius":52,"distanceX":-6,"distanceY":-19,"duration":1105}
clicker    mousemove at 462 99
toucher    multitouch at 630 613 {"scale":0.7062,"rotation":23,"radius":75,"distanceX":-18,"distanceY":19,"duration":438}
toucher    gesture at 337 326 {"distanceX":-51,"distanceY":49,"duration":324}
toucher    gesture at 428 360 {"distanceX":-8,"distanceY":-56,"duration":442}
typer       type 133 at 989 83
toucher    tap at 147 715 {"duration":175}
toucher    gesture at 468 231 {"distanceX":37,"distanceY":137,"duration":215}
clicker    click at 824 371
typer       type 93 at 240 67
scroller   scroll to 3 0
clicker    mouseover at 537 181
scroller   scroll to 5 0
scroller   scroll to 3 0
scroller   scroll to 3 0
typer       type 184 at 761 178
clicker    mouseover at 578 184
clicker    mousedown at 852 380
clicker    dblclick at 604 486
scroller   scroll to 0 0
toucher    multitouch at 372 411 {"scale":1.2618,"rotation":41,"radius":77,"distanceX":-4,"distanceY":6,"duration":730}
typer       type 60 at 425 59
toucher    gesture at 815 337 {"distanceX":127,"distanceY":21,"duration":315}
clicker    click at 22 581
clicker    click at 497 45
clicker    mouseup at 834 245
scroller   scroll to 0 0
clicker    mouseup at 488 266
scroller   scroll to 0 0
scroller   scroll to 0 0
typer       type 49 at 370 624
scroller   scroll to 0 0
typer       type 78 at 119 20
clicker    mouseout at 611 61
clicker    dblclick at 81 433
clicker    click at 295 714
typer       type 216 at 31 748
scroller   scroll to 0 1
scroller   scroll to 2 32
scroller   scroll to 4 11
scroller   scroll to 6 26
toucher    tap at 376 378 {"duration":446}
typer       type 147 at 861 52
toucher    tap at 700 292 {"duration":54}
clicker    dblclick at 530 498
toucher    tap at 478 670 {"duration":163}
typer       type 294 at 308 153
toucher    doubletap at 647 701 {"duration":627}
toucher    gesture at 658 751 {"distanceX":-73,"distanceY":166,"duration":293}
clicker    dblclick at 1008 548
toucher    gesture at 836 524 {"distanceX":-73,"distanceY":-44,"duration":141}
toucher    tap at 238 14 {"duration":290}
clicker    click at 733 431
scroller   scroll to 2 0
typer       type 223 at 45 295
typer       type 248 at 29 1
toucher    gesture at 267 48 {"distanceX":174,"distanceY":36,"duration":110}
toucher    doubletap at 418 504 {"duration":526}
typer       type 195 at 666 169
scroller   scroll to 0 0
clicker    mouseover at 411 173
typer       type 17 at 997 578
typer       type 112 at 286 517
toucher    multitouch at 384 702 {"scale":0.7919,"rotation":1,"radius":193,"distanceX":-19,"distanceY":9,"duration":416}
clicker    click at 663 75
toucher    gesture at 625 444 {"distanceX":-38,"distanceY":88,"duration":300}
scroller   scroll to 4 0
typer       type 97 at 830 551
toucher    gesture at 506 146 {"distanceX":1,"distanceY":96,"duration":410}
typer       type 349 at 323 507
toucher    gesture at 933 72 {"distanceX":-97,"distanceY":-96,"duration":20}
toucher    doubletap at 977 473 {"duration":273}
scroller   scroll to 0 0
clicker    mouseover at 193 314
toucher    gesture at 614 354 {"distanceX":24,"distanceY":11,"duration":476}
clicker    mouseout at 610 719
clicker    mouseover at 108 454
typer       type 146 at 489 194
scroller   scroll to 0 0
typer       type 357 at 299 760
scroller   scroll to 2 12
clicker    dblclick at 472 112
typer       type 173 at 860 177
scroller   scroll to 2 24
toucher    gesture at 312 682 {"distanceX":105,"distanceY":28,"duration":421}
typer       type 295 at 171 521
clicker    mousedown at 296 69
toucher    gesture at 173 475 {"distanceX":-70,"distanceY":-87,"duration":213}
scroller   scroll to 2 2
toucher    gesture at 942 103 {"distanceX":76,"distanceY":197,"duration":379}
typer       type 62 at 619 737
scroller   scroll to 0 16
scroller   scroll to 11 21
clicker    mouseover at 606 602
typer       type 131 at 302 425
scroller   scroll to 3 20
typer       type 14 at 698 614
clicker    mouseover at 398 311
scroller   scroll to 1 16
clicker    mousedown at 278 481
typer       type 100 at 779 571
scroller   scroll to 9 3
toucher    tap at 661 3 {"duration":596}
clicker    mouseover at 706 123
typer       type 151 at 240 473
typer       type 125 at 809 247
clicker    mousemove at 760 239
toucher    gesture at 125 290 {"distanceX":-75,"distanceY":-89,"duration":176}
typer       type 272 at 511 518
clicker    click at 149 415
scroller   scroll to 0 0
typer       type 85 at 659 749
typer       type 194 at 462 10
clicker    mouseup at 785 699
toucher    gesture at 587 164 {"distanceX":-15,"distanceY":116,"duration":444}
scroller   scroll to 4 2
typer       type 343 at 555 473
typer       type 2 at 853 281
clicker    click at 12 0
scroller   scroll to 6 20
toucher    multitouch at 438 666 {"scale":0.3878,"rotation":62,"radius":85,"distanceX":6,"distanceY":11,"duration":961}
clicker    click at 943 471
typer       type 33 at 173 129
clicker    click at 994 753
clicker    mouseover at 78 741
clicker    click at 136 13
clicker    mouseover at 649 606
typer       type 301 at 904 471
scroller   scroll to 1 16
scroller   scroll to 0 17
toucher    gesture at 373 546 {"distanceX":156,"distanceY":-33,"duration":213}
scroller   scroll to 0 18
clicker    click at 852 705
typer       type 247 at 780 252
toucher    gesture at 748 543 {"distanceX":-40,"distanceY":25,"duration":494}
scroller   scroll to 0 0
typer       type 296 at 332 115
clicker    mouseup at 900 45
clicker    mouseup at 960 408
toucher    multitouch at 687 630 {"scale":1.0551,"rotation":30,"radius":176,"distanceX":2,"distanceY":-16,"duration":528}
toucher    tap at 252 763 {"duration":243}
scroller   scroll to 0 10
scroller   scroll to 3 19
toucher    tap at 197 329 {"duration":223}
toucher    gesture at 586 489 {"distanceX":83,"distanceY":52,"duration":248}
clicker    mousemove at 960 746
toucher    gesture at 769 329 {"distanceX":-77,"distanceY":125,"duration":387}
scroller   scroll to 0 0
scroller   scroll to 0 0
scroller   scroll to 0 0
clicker    dblclick at 817 705
toucher    multitouch at 447 323 {"scale":0.2813,"rotation":-53,"radius":52,"distanceX":-18,"distanceY":-19,"duration":727}
clicker    click at 977 691
toucher    gesture at 936 226 {"distanceX":157,"distanceY":153,"duration":229}
scroller   scroll to 21 0
typer       type 16 at 927 88
typer       type 308 at 260 411
typer       type 157 at 40 55
toucher    multitouch at 896 733 {"scale":1.4399,"rotation":85,"radius":69,"distanceX":-5,"distanceY":16,"duration":1108}
toucher    gesture at 259 427 {"distanceX":135,"distanceY":-3,"duration":358}
toucher    multitouch at 926 410 {"scale":0.5455,"rotation":80,"radius":126,"distanceX":6,"distanceY":18,"duration":155}
clicker    mouseup at 614 652
toucher    multitouch at 723 440 {"scale":0.8168,"rotation":24,"radius":92,"distanceX":-18,"distanceY":13,"duration":1088}
toucher    gesture at 979 684 {"distanceX":-94,"distanceY":71,"duration":466}
clicker    dblclick at 142 127
typer       type 192 at 590 173
typer       type 21 at 279 488
scroller   scroll to 0 0
scroller   scroll to 0 0
toucher    tap at 453 55 {"duration":679}
typer       type 299 at 882 631
toucher    multitouch at 228 221 {"scale":0.0146,"rotation":75,"radius":109,"distanceX":14,"distanceY":7,"duration":1488}
typer       type 192 at 92 153
clicker    mouseup at 22 402
clicker    dblclick at 226 724
toucher    gesture at 645 414 {"distanceX":130,"distanceY":-93,"duration":376}
clicker    click at 400 524
scroller   scroll to 0 0
clicker    mouseover at 34 278
scroller   scroll to 0 0
scroller   scroll to 0 0
typer       type 196 at 582 284
clicker    mouseover at 378 326
typer       type 127 at 806 153
scroller   scroll to 0 0
toucher    multitouch at 847 601 {"scale":0.2299,"rotation":-69,"radius":98,"distanceX":0,"distanceY":-4,"duration":871}
clicker    mouseover at 821 599
clicker    mouseout at 882 332
toucher    doubletap at 682 689 {"duration":328}
toucher    gesture at 822 134 {"distanceX":117,"distanceY":-1,"duration":368}
scroller   scroll to 0 0
scroller   scroll to 0 0
clicker    click at 142 443
typer       type 59 at 699 46
clicker    mouseover at 239 713
toucher    gesture at 859 594 {"distanceX":109,"distanceY":53,"duration":131}
typer       type 238 at 428 587
clicker    click at 453 135
clicker    mouseout at 124 390
toucher    gesture at 484 735 {"distanceX":-52,"distanceY":-48,"duration":235}
clicker    click at 318 391
scroller   scroll to 0 0
scroller   scroll to 0 0
clicker    mousemove at 62 397
clicker    click at 252 413
typer       type 43 at 666 209
clicker    click at 875 297
typer       type 192 at 1016 405
toucher    tap at 216 550 {"duration":201}
typer       type 115 at 97 646
scroller   scroll to 22 5
scroller   scroll to 40 6
scroller   scroll to 35 5
scroller   scroll to 2 2
clicker    mousemove at 279 414
clicker    click at 984 468
clicker    mouseover at 311 342
toucher    multitouch at 666 305 {"scale":0.88,"rotation":20,"radius":62,"distanceX":-8,"distanceY":-15,"duration":937}
toucher    tap at 171 746 {"duration":281}
typer       type 234 at 589 33
clicker    click at 547 137
scroller   scroll to 0 0
typer       type 269 at 515 674
toucher    gesture at 546 413 {"distanceX":-59,"distanceY":166,"duration":440}
scroller   scroll to 0 0
toucher    multitouch at 558 450 {"scale":1.3999,"rotation":-6,"radius":198,"distanceX":-4,"distanceY":-11,"duration":1433}
typer       type 60 at 983 415
typer       type 298 at 381 221
clicker    mouseout at 599 277
clicker    click at 651 418
scroller   scroll to 0 0
clicker    mousedown at 642 80
typer       type 179 at 367 471
toucher    tap at 335 300 {"duration":569}
typer       type 333 at 353 683
toucher    gesture at 280 671 {"distanceX":-87,"distanceY":61,"duration":129}
toucher    multitouch at 765 314 {"scale":1.8561,"rotation":-32,"radius":195,"distanceX":12,"distanceY":-19,"duration":1126}
toucher    multitouch at 18 685 {"scale":1.2792,"rotation":31,"radius":173,"distanceX":-11,"distanceY":18,"duration":1422}
clicker    click at 177 653
scroller   scroll to 0 41
toucher    multitouch at 656 522 {"scale":0.5149,"rotation":-71,"radius":110,"distanceX":-5,"distanceY":-8,"duration":1111}
scroller   scroll to 0 0
toucher    tap at 456 50 {"duration":175}
typer       type 103 at 710 625
toucher    multitouch at 273 363 {"scale":0.4211,"rotation":0,"radius":64,"distanceX":-2,"distanceY":10,"duration":603}
scroller   scroll to 0 0
toucher    gesture at 94 15 {"distanceX":79,"distanceY":119,"duration":326}
toucher    doubletap at 233 633 {"duration":590}
clicker    dblclick at 71 504
clicker    mouseup at 109 65
clicker    mouseover at 521 482
typer       type 218 at 466 246
scroller   scroll to 0 0
scroller   scroll to 0 0
toucher    multitouch at 185 239 {"scale":0.6517,"rotation":-86,"radius":74,"distanceX":-12,"distanceY":6,"duration":840}
clicker    mouseout at 745 629
scroller   scroll to 0 0
scroller   scroll to 0 0
scroller   scroll to 0 0
clicker    dblclick at 354 15
scroller   scroll to 0 0
scroller   scroll to 0 0
scroller   scroll to 0 0
toucher    tap at 92 61 {"duration":434}
scroller   scroll to 0 0
clicker    click at 921 336
clicker    mouseout at 308 350
typer       type 128 at 386 461
scroller   scroll to 0 0
clicker    dblclick at 474 319
typer       type 311 at 986 7
toucher    multitouch at 238 312 {"scale":1.5611,"rotation":-83,"radius":192,"distanceX":10,"distanceY":16,"duration":360}
toucher    gesture at 676 359 {"distanceX":168,"distanceY":-50,"duration":367}
clicker    click at 481 368
toucher    gesture at 108 382 {"distanceX":106,"distanceY":113,"duration":262}
clicker    mousemove at 637 101
toucher    doubletap at 390 609 {"duration":347}
typer       type 182 at 701 207
typer       type 296 at 183 295
scroller   scroll to 0 0
toucher    tap at 841 138 {"duration":81}
typer       type 180 at 975 387
scroller   scroll to 0 0
clicker    mousemove at 228 29
typer       type 24 at 193 617
clicker    click at 818 38
scroller   scroll to 0 0
typer       type 333 at 65 526
scroller   scroll to 0 0
scroller   scroll to 0 0
scroller   scroll to 0 0
toucher    gesture at 350 368 {"distanceX":107,"distanceY":-63,"duration":220}
clicker    dblclick at 900 92
clicker    mouseup at 359 548
typer       type 327 at 231 130
scroller   scroll to 0 0
toucher    gesture at 78 374 {"distanceX":-55,"distanceY":-37,"duration":102}
scroller   scroll to 0 0
scroller   scroll to 0 0
typer       type 112 at 622 254
scroller   scroll to 0 0
typer       type 90 at 711 205
typer       type 283 at 562 254
toucher    gesture at 94 303 {"distanceX":3,"distanceY":-91,"duration":364}
typer       type 222 at 887 680
scroller   scroll to 0 0
toucher    tap at 900 753 {"duration":213}
typer       type 36 at 795 213
toucher    multitouch at 923 665 {"scale":1.2547,"rotation":-85,"radius":161,"distanceX":-6,"distanceY":-6,"duration":489}
typer       type 73 at 66 738
toucher    gesture at 531 203 {"distanceX":56,"distanceY":31,"duration":22}
toucher    tap at 865 345 {"duration":627}
clicker    click at 881 395
typer       type 31 at 755 646
toucher    gesture at 676 469 {"distanceX":-91,"distanceY":6,"duration":192}
clicker    mouseover at 178 509
clicker    mouseover at 130 152
scroller   scroll to 0 9
toucher    tap at 692 597 {"duration":377}
typer       type 337 at 160 88
scroller   scroll to 0 0
typer       type 9 at 805 116
typer       type 151 at 631 115
typer       type 312 at 324 659
scroller   scroll to 0 0
scroller   scroll to 0 0
clicker    click at 414 317
typer       type 108 at 659 628
typer       type 17 at 339 604
clicker    mouseover at 435 132
typer       type 320 at 64 606
toucher    tap at 197 698 {"duration":581}
scroller   scroll to 0 0
toucher    tap at 627 137 {"duration":282}
typer       type 100 at 11 244
clicker    click at 1002 276
clicker    click at 734 480
clicker    dblclick at 293 106
typer       type 194 at 348 721
clicker    mouseover at 960 279
typer       type 231 at 106 317
typer       type 171 at 806 158
toucher    doubletap at 800 372 {"duration":97}
typer       type 29 at 312 478
toucher    gesture at 549 651 {"distanceX":-4,"distanceY":-89,"duration":285}
typer       type 322 at 714 732
clicker    mouseover at 800 274
clicker    click at 65 508
typer       type 312 at 962 608
toucher    multitouch at 376 530 {"scale":1.3915,"rotation":-33,"radius":115,"distanceX":2,"distanceY":9,"duration":523}
scroller   scroll to 0 0
scroller   scroll to 0 1
clicker    mousedown at 49 549
typer       type 268 at 814 343
toucher    gesture at 757 657 {"distanceX":-87,"distanceY":-2,"duration":265}
typer       type 133 at 772 339
typer       type 36 at 192 691
typer       type 220 at 130 223
toucher    multitouch at 36 734 {"scale":1.5882,"rotation":-72,"radius":57,"distanceX":-9,"distanceY":1,"duration":1455}
typer       type 120 at 762 319
clicker    mouseover at 425 445
typer       type 21 at 414 510
toucher    multitouch at 706 22 {"scale":1.711,"rotation":-52,"radius":126,"distanceX":-5,"distanceY":18,"duration":1083}
toucher    tap at 370 282 {"duration":681}
clicker    mousedown at 905 307
toucher    gesture at 914 135 {"distanceX":-8,"distanceY":185,"duration":489}
toucher    tap at 853 529 {"duration":414}
typer       type 121 at 142 442
typer       type 336 at 201 40
clicker    click at 177 742
clicker    mouseover at 486 407
toucher    tap at 884 616 {"duration":638}
clicker    click at 479 30
toucher    multitouch at 698 546 {"scale":1.8663,"rotation":19,"radius":172,"distanceX":19,"distanceY":11,"duration":466}
typer       type 179 at 238 587
scroller   scroll to 5 0
clicker    click at 503 335
typer       type 346 at 48 713
typer       type 7 at 67 713
clicker    mousedown at 502 81
clicker    mouseover at 442 201
scroller   scroll to 5 0
toucher    tap at 29 370 {"duration":40}
typer       type 307 at 658 324
scroller   scroll to 4 0
typer       type 343 at 906 718
toucher    multitouch at 52 574 {"scale":0.1479,"rotation":57,"radius":82,"distanceX":-11,"distanceY":-19,"duration":1475}
clicker    mouseup at 619 220
clicker    mousemove at 601 685
typer       type 137 at 450 158
typer       type 25 at 0 493
toucher    tap at 995 388 {"duration":419}
toucher    gesture at 670 728 {"distanceX":136,"distanceY":-51,"duration":265}
clicker    dblclick at 296 496
scroller   scroll to 0 0
toucher    doubletap at 419 540 {"duration":647}
clicker    mousedown at 877 407
clicker    click at 194 97
clicker    click at 38 56
typer       type 167 at 533 411
toucher    gesture at 245 141 {"distanceX":76,"distanceY":79,"duration":172}
typer       type 187 at 378 729
clicker    mouseover at 427 727
typer       type 130 at 105 333
clicker    mousedown at 934 280
toucher    gesture at 435 610 {"distanceX":75,"distanceY":31,"duration":147}
toucher    doubletap at 68 270 {"duration":500}
clicker    mouseover at 227 336
clicker    dblclick at 890 646
typer       type 24 at 12 524
toucher    multitouch at 473 611 {"scale":0.8305,"rotation":-52,"radius":76,"distanceX":7,"distanceY":-5,"duration":711}
toucher    gesture at 160 191 {"distanceX":183,"distanceY":176,"duration":285}
toucher    gesture at 408 712 {"distanceX":129,"distanceY":162,"duration":168}
typer       type 305 at 802 571
toucher    gesture at 884 329 {"distanceX":-29,"distanceY":95,"duration":264}
scroller   scroll to 0 9
typer       type 299 at 32 528
scroller   scroll to 0 17
toucher    gesture at 606 174 {"distanceX":-54,"distanceY":-59,"duration":322}
toucher    doubletap at 386 676 {"duration":313}
toucher    gesture at 308 17 {"distanceX":-88,"distanceY":82,"duration":152}
scroller   scroll to 0 0
clicker    dblclick at 897 685
scroller   scroll to 0 0
toucher    gesture at 330 293 {"distanceX":167,"distanceY":103,"duration":185}
scroller   scroll to 0 0
typer       type 246 at 739 495
clicker    click at 526 711
typer       type 258 at 256 65
typer       type 151 at 405 682
scroller   scroll to 0 0
toucher    multitouch at 862 343 {"scale":0.8872,"rotation":95,"radius":68,"distanceX":-3,"distanceY":3,"duration":499}
typer       type 178 at 132 327
clicker    click at 491 425
clicker    click at 212 399
toucher    doubletap at 514 725 {"duration":392}
toucher    tap at 126 277 {"duration":246}
scroller   scroll to 0 0
toucher    gesture at 680 548 {"distanceX":140,"distanceY":153,"duration":412}
clicker    mouseout at 980 589
clicker    mousedown at 812 714
